link,Número do processo,Turma,Seção,Data da sessão,Data da publicação,Ementa,Número da decisão,Decisão,Nome do relator
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10380905578200846_6022361.pdf,10380.905578/2008-46,Terceira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,Tue Jun 04 00:00:00 UTC 2019,Mon Jun 24 00:00:00 UTC 2019,ASSUNTO: NORMAS GERAIS DE DIREITO TRIBUTÁRIO Ano-calendário: 2003 PER/DCOMP. COMPROVAÇÃO DA LIQUIDEZ E CERTEZA. INEXATIDÃO MATERIAL. O procedimento de apuração do direito creditório não prescinde comprovação inequívoca da liquidez e da certeza do valor de direito creditório pleiteado. Somente podem ser corrigidas de ofício ou a pedido as informações declaradas no caso de verificada a circunstância objetiva de inexatidão material e congruentes com os demais dados constantes nos registros internos da RFB.,1003-000.734,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao Recurso Voluntário. (assinado digitalmente) Carmen Ferreira Saraiva  Relatora e Presidente Participaram da sessão de julgamento os conselheiros: Carmen Ferreira Saraiva (Presidente), Bárbara Santos Guedes, Mauritânia Elvira de Sousa Mendonça e Wilson Kazumi Nakayama.",CARMEN FERREIRA SARAIVA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/19647010752200613_6013343.pdf,19647.010752/2006-13,1ª TURMA/CÂMARA SUPERIOR REC. FISCAIS,Câmara Superior de Recursos Fiscais,Tue May 07 00:00:00 UTC 2019,Wed May 29 00:00:00 UTC 2019,"Assunto: Contribuição Social sobre o Lucro Líquido - CSLL Ano-calendário: 2003 COMPENSAÇÃO. ESTIMATIVAS. RECOLHIMENTO A MAIOR OU INDEVIDO. INDÉBITO CARACTERIZADO. Pagamento indevido ou a maior a título de estimativa caracteriza indébito na data de seu recolhimento, sendo passível de restituição ou compensação (Súmula Carf nº 84)",9101-004.154,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em não conhecer do Recurso Especial, com retorno dos autos ao colegiado de origem. (assinado digitalmente) Adriana Gomes Rêgo - Presidente. (assinado digitalmente) Demetrius Nichele Macei - Relator. Participaram da sessão de julgamento os conselheiros: André Mendes de Moura, Cristiane Silva Costa, Rafael Vidal de Araújo, Demetrius Nichele Macei, Viviane Vidal Wagner, Luis Fabiano Alves Penteado, Lívia De Carli Germano e Adriana Gomes Rêgo (Presidente).",DEMETRIUS NICHELE MACEI
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/13609902953200872_6024257.pdf,13609.902953/2008-72,Segunda Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu May 16 00:00:00 UTC 2019,Mon Jul 01 00:00:00 UTC 2019,Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Ano-calendário: 2004 COMPENSAÇÃO - CRÉDITO INEXISTENTE. Não se admite a compensação de débito com crédito que se comprova inexistente.,1402-003.912,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário. (assinado digitalmente) Edeli Pereira Bessa - Presidente. (assinado digitalmente) Leonardo Luis Pagano Gonçalves - Relator. Participaram da sessão de julgamento os conselheiros: Marco Rogerio Borges, Caio Cesar Nader Quintella, Paulo Mateus Ciccone, Leonardo Luis Pagano Goncalves, Evandro Correa Dias, Mauritania Elvira de Sousa Mendonça (Suplente Convocada), Junia Roberta Gouveia Sampaio, Breno do Carmo Moreira Vieira (Suplente Convocado para eventuais substituições) e Edeli Pereira Bessa.",LEONARDO LUIS PAGANO GONCALVES
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/11020003955200277_5962012.pdf,11020.003955/2002-77,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,Tue Jan 22 00:00:00 UTC 2019,Tue Feb 12 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Exercício: 1997, 1998, 1999, 2000, 2001 PRELIMINAR DE DECADÊNCIA. ACOLHIMENTO PARCIAL. PIS/COFINS. No caso de tributos sujeitos à lançamento por homologação, a aplicação do art. 173, inciso I e não o art. 150, § 4º, ambos do CTN, é condicionada à existência de dolo ou a inexistência de pagamento das referidas contribuições, o que não foi aferido nos autos. Restando comprovado através de diligência a realização de pagamentos de PIS/COFINS nos períodos de janeiro a agosto/1997, necessário aplicar o art. 150, § 4º, razão pela qual restam decaídos os referidos créditos cujos fatops geradores ocorreram até agosto de 1997. NULIDADE DO PROCEDIMENTO FISCAL. NÃO OCORRÊNCIA Demonstrado que os Autos de Infração foram lavrados de acordo com os requisitos de validade previstos em lei e que não ocorreu violação das disposições dos artigos 10 e 59 do Decreto n.° 70.235, de 1972, não há que se acatar o pedido de nulidade dos Autos de Infração. IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA - IRPJ COOPERATIVA. DISTRIBUIÇÃO DO LUCRO AUFERIDO. TRIBUTAÇÃO DO RESULTADO TOTAL É vedado às cooperativas distribuírem qualquer espécie de benefício às cotas-partes do capital ou estabelecer outras vantagens ou privilégios, financeiros ou não, em favor de quaisquer associados ou terceiros, excetuando-se os juros até O máximo de 12% (doze por cento) ao ano, que incidirão sobre a parte integralizada. A distribuição de lucro gerado por uma cooperativa frauda O regime jurídico cooperativo, estando o resultado total apurado Sujeito à tributação. LANÇAMENTOS DECORRENTES A solução dada ao litígio principal, relativo ao Imposto de Renda Pessoa Jurídica, aplica-se, no que couber, aos lançamentos decorrentes quando não houverem fatos ou argumentos novos a ensejar conclusão diversa. PIS/PASEP. COFINS. DEPÓSITOS JUDICIAIS. SUSPENSÃO DE EXIGIBILIDADE. Os depósitos judiciais apenas suspendem a exigibilidade do crédito tributário se forem efetuados em montante integral. APLICAÇÃO DO ART. 57 § 3º DO REGIMENTO INTERNO DO CARF. FACULDADE DO JULGADOR. Plenamente cabível a aplicação do respectivo dispositivo regimental uma vez que a Recorrente não inova nas suas razões já apresentadas em sede de impugnação, as quais foram claramente analisadas pela decisão recorrida.",1401-003.084,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, afastar as arguições de nulidade e, no mérito, dar provimento parcial ao Recurso Voluntário tão somente para acolher a preliminar de decadência quanto aos créditos de PIS/COFINS cujos fatos geradores tenham ocorrido até agosto/1997. (assinado digitalmente) Luiz Augusto de Souza Gonçalves - Presidente (assinado digitalmente) Daniel Ribeiro Silva - Relator Participaram do presente julgamento os Conselheiros Luiz Augusto de Souza Gonçalves (Presidente), Daniel Ribeiro Silva (Vice-Presidente), Carlos André Soares Nogueira, Mauritânia Elvira de Sousa Mendonça (Conselheira Suplente Convocada), Abel Nunes de Oliveira Neto, Luciana Yoshihara Arcangelo Zanin, Cláudio de Andrade Camerano e Letícia Domingues Costa Braga.",DANIEL RIBEIRO SILVA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10120722385201541_5948989.pdf,10120.722385/2015-41,Primeira Turma Ordinária da Segunda Câmara da Primeira Seção,Primeira Seção de Julgamento,Tue Dec 11 00:00:00 UTC 2018,Tue Jan 15 00:00:00 UTC 2019,"Assunto: Processo Administrativo Fiscal Ano-calendário: 2011, 2012 RECURSO VOLUNTÁRIO. INTEMPESTIVIDADE. NÃO CONHECIMENTO. De acordo com o artigo 33, do Decreto nº 70.235/72, o prazo para apresentação de Recurso Voluntário ao CARF é de trinta dias a contar da ciência da decisão de primeira instância. Após o prazo estabelecido, o Recurso não pode ser conhecido, vez que a decisão de primeira instância já se tornou definitiva, nos termos do artigo 42 do mesmo diploma legal. INTIMAÇÃO POR MEIO ELETRÔNICO. OPÇÃO. VALIDADE. É válida a intimação por meio magnético quando a contribuinte regularmente opta pela utilização do Domicílio Tributário Eletrônico.",1201-002.688,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em não conhecer do recurso voluntário, por intempestivo, nos termos do voto da relatora. (assinado digitalmente) Ester Marques Lins de Sousa - Presidente. (assinado digitalmente) Gisele Barra Bossa - Relatora Participaram da sessão de julgamento os conselheiros: Eva Maria Los, Luis Henrique Marotti Toselli, Allan Marcel Warwar Teixeira, Rafael Gasparello Lima, Edgar Bragança Bazhuni (Suplente convocado), Gisele Barra Bossa, Leonam Rocha de Medeiros (Suplente convocado) e Ester Marques Lins de Sousa (Presidente). Ausente, justificadamente, o conselheiro José Carlos de Assis Guimarães, por atestado médico.",GISELE BARRA BOSSA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10825720559201847_6056578.pdf,10825.720559/2018-47,Terceira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,Tue Aug 06 00:00:00 UTC 2019,Fri Aug 30 00:00:00 UTC 2019,"ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ) Período de apuração: 01/01/2012 a 31/12/2014 DECADÊNCIA PARCIAL. PRÁTICA DE DOLO, FRAUDE OU SONEGAÇÃO FISCAL. A ocorrência de dolo, fraude ou simulação concretizam a exceção do art. 150, § 4º do CTN, remetendo a observância do prazo decadencial a partir do primeiro dia do exercício seguinte aquele em que o lançamento poderia ter sido efetuado, conforme dicção do art. 173, I do CTN. QUALIFICAÇÃO DA MULTA DE OFÍCIO APLICADA. PERCENTUAL DE 150%. HIPÓTESES DE DOLO, FRAUDE OU SONEGAÇÃO. Se o contribuinte, com o objetivo de reduzir o montante do tributo devido, incorre na prática de sonegação/fraude, é correta a aplicação multa de ofício qualificada. APLICAÇÃO DA SÚMULA CARF Nº 34. Nos lançamentos em que se apura omissão de receita ou rendimentos, decorrente de depósitos bancários de origem não comprovada, é cabível a qualificação da multa de ofício, quando constatada a movimentação de recursos em contas bancárias de interpostas pessoas. RESPONSABILIDADE SOLIDÁRIA. INFRAÇÃO DE LEI OU CONTRATO SOCIAL. SÓCIOS ADMINISTRADORES. São pessoalmente responsáveis pelos créditos correspondentes a obrigações tributárias resultantes de atos praticados com excesso de poderes ou infração de lei, contrato social ou estatutos, os diretores, gerentes ou representantes de pessoas jurídicas de direito privado, nos termos do art. 135 do CTN. RESPONSABILIDADE TRIBUTÁRIA. ART. 124 DO CTN. O interesse comum na situação que constituiu o fato gerador da obrigação tributária principal norteia a hipótese de responsabilização solidária incrustada no art. 124, inciso I do CTN. LANÇAMENTOS REFLEXOS. Aplicam-se às contribuições sociais reflexas, no que couber, os mesmos fundamentos aplicados ao IRPJ, haja vista a inexistência de matéria específica, de fato e de direito a ser examinada em relação a eles.",1003-000.873,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por maioria de votos, em negar provimento ao recurso, vencida a conselheira Bárbara Santos Guedes que deu provimento parcial apenas para reduzir o percentual da multa de ofício de 150% para 75%. (documento assinado digitalmente) Carmen Ferreira Saraiva - Presidente (documento assinado digitalmente) Mauritânia Elvira de Sousa Mendonça - Relatora Participaram do presente julgamento os Conselheiros: Carmen Ferreira Saraiva (Presidente), Bárbara Santos Guedes, Mauritânia Elvira de Sousa Mendonça e Wilson Kazumi Nakayama.",MAURITANIA ELVIRA DE SOUSA MENDONCA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10980910597200914_6066512.pdf,10980.910597/2009-14,Segunda Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,Tue Sep 10 00:00:00 UTC 2019,Mon Sep 30 00:00:00 UTC 2019,"ASSUNTO: NORMAS DE ADMINISTRAÇÃO TRIBUTÁRIA Ano-calendário: 2005 PER/DCOMP. NÃO HOMOLOGAÇÃO. PAGAMENTO INDEVIDO OU A MAIOR. PARCELA ESTIMATIVA IRPJ. MANIFESTAÇÃO DE INCONFORMIDADE COM PEDIDO PARA CANCELAMENTO DO PER/DCOMP. NÃO CONHECIMENTO. A Manifestação de Inconformidade não é veículo para requerer cancelamento de PER/DCOMP ou insurgência contra a cobrança de débitos decorrentes da não homologação da compensação, podendo-se atacar apenas a não homologação da compensação, conforme a Lei nº 9.430/96, art. 74, §9º.",1002-000.812,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em não conhecer do recurso. (documento assinado digitalmente) Ailton Neves da Silva - Presidente (documento assinado digitalmente) Marcelo Jose Luz de Macedo - Relator Participaram do presente julgamento os Conselheiros: Ailton Neves da Silva (Presidente), Rafael Zedral e Marcelo Jose Luz de Macedo",MARCELO JOSE LUZ DE MACEDO
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/13016720069201278_6093686.pdf,13016.720069/2012-78,Primeira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,Tue Nov 05 00:00:00 UTC 2019,Tue Nov 19 00:00:00 UTC 2019,,1001-000.175,"Vistos, relatados e discutidos os presentes autos. Resolvem os membros do colegiado, por unanimidade de votos, converter o julgamento do recurso em diligência à unidade de origem para que esta: (i) anexe a íntegra do PER/DCOMP objeto do processo; (ii) refaça a imputação de crédito e débito informados na compensação, confirmando ou não o saldo de débito remanescente. (documento assinado digitalmente) Sérgio Abelson - Presidente (documento assinado digitalmente) Andréa Machado Millan - Relator Participaram do presente julgamento os Conselheiros: Sérgio Abelson, Andréa Machado Millan, José Roberto Adelino da Silva e André Severo Chaves.",ANDREA MACHADO MILLAN
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10768018315200265_6113918.pdf,10768.018315/2002-65,Primeira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,Thu Dec 05 00:00:00 UTC 2019,Mon Dec 23 00:00:00 UTC 2019,,1001-001.564,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em rejeitar a preliminar suscitada no recurso e, no mérito, negar provimento ao Recurso Voluntário. (assinado digitalmente) Sergio Abelson- Presidente. (assinado digitalmente) José Roberto Adelino da Silva - Relator Participaram da sessão de julgamento os conselheiros: Sergio Abelson (presidente), Andrea Machado Millan, André Severo Chaves e Jose Roberto Adelino da Silva.",JOSE ROBERTO ADELINO DA SILVA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10840903874201224_6027898.pdf,10840.903874/2012-24,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu May 16 00:00:00 UTC 2019,Mon Jul 08 00:00:00 UTC 2019,"ASSUNTO: NORMAS GERAIS DE DIREITO TRIBUTÁRIO Ano-calendário: 2001 LUCRO PRESUMIDO. ATIVIDADE HOSPITALAR. PERCENTUAL DE PRESUNÇÃO DE 8%. Comprovado exercício de atividades hospitalares de assistência a saúde, faz jus o Contribuinte ao percentual de 8% na determinação de sua base tributável sob o Regime do Lucro Presumido.",1401-003.443,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por maioria de votos, dar provimento ao recurso voluntário para reconhecer o direito ao crédito de R$ 17.544,51. Vencidos os Conselheiros Carlos André Soares Nogueira e Luiz Augusto de Souza Gonçalves que lhe negarm provimento. (documento assinado digitalmente) Luiz Augusto de Souza Gonçalves - Presidente (documento assinado digitalmente) Eduardo Morgado Rodrigues - Relator Participaram do presente julgamento os Conselheiros: Abel Nunes de Oliveira Neto, Carlos André Soares Nogueira, Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Eduardo Morgado Rodrigues, Letícia Domingues Costa Braga, Luciana Yoshihara Arcangelo Zanin e Luiz Augusto de Souza Gonçalves (Presidente).",EDUARDO MORGADO RODRIGUES
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/19515721124201545_5945985.pdf,19515.721124/2015-45,Segunda Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Tue Nov 20 00:00:00 UTC 2018,Wed Jan 09 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Exercício: 2010 ARBITRAMENTO INDEVIDO. Para a tributação pelo lucro arbitrado por desclassificação da escrita contábil há que ficar demonstrado que esta não era idônea e/ou suficiente para a apuração do lucro real. TRIBUTAÇÃO REFLEXA. CSLL, PIS E COFINS. A tributação decorrente do mesmo fato jurídico segue o decidido no lançamento de Imposto sobre a Renda de Pessoa Jurídica (IRPJ).",1302-003.210,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento ao recurso voluntário, nos termos do relatório e voto do relator. (assinado digitalmente) Luiz Tadeu Matosinho Machado - Presidente. (assinado digitalmente) Carlos Cesar Candal Moreira Filho - Relator. Participaram da sessão de julgamento os conselheiros: Carlos Cesar Candal Moreira Filho, Marcos Antônio Nepomuceno Feitosa, Paulo Henrique Silva Figueiredo, Rogério Aparecido Gil, Maria Lúcia Miceli, Gustavo Guimarães da Fonseca, Flávio Machado Vilhena Dias, Luiz Tadeu Matosinho Machado (Presidente).",CARLOS CESAR CANDAL MOREIRA FILHO
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/16095720237201795_5992175.pdf,16095.720237/2017-95,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu Mar 21 00:00:00 UTC 2019,Mon Apr 22 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Ano-calendário: 2013 AUTOS DE INFRAÇÃO. NULIDADE. INOCORRÊNCIA. Não se configura nulidade do auto de infração quando foi lavrado por autoridade competente e sem preterição do direito de defesa. DECISÃO DE PRIMEIRA INSTÂNCIA. ARBITRAMENTO. NULIDADE. INOCORRÊNCIA Não padece de nulidade a decisão de primeira instância que não apreciou elementos de prova juntados com o fito de desconstituir o arbitramento, tendo em vista que não há arbitramento condicional. EIRELI. DEVER DE APRESENTAR ECD. FALTA DE INTIMAÇÃO. VÍCIO FORMAL. As empresas individuais de responsabilidade limitada - EIRELI somente passaram a ser obrigadas à Escrituração Contábil Digital - ECD a partir da edição da IN RFB nº 1.420/2013, para os fatos geradores ocorridos a partir de 2014. Para que o arbitramento seja válido antes dessa data, não basta a constatação de que a contribuinte não apresentou a ECD ou que a escrituração digital é imprestável. Há que se intimar a contribuinte durante o procedimento fiscal.",1401-003.289,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, não conhecer do recurso de ofício. Acordam ainda, por unanimidade de votos, afastar as preliminares de nulidade e dar provimento ao recurso voluntário. (assinado digitalmente) Luiz Augusto de Souza Gonçalves - Presidente. (assinado digitalmente) Carlos André Soares Nogueira - Relator. Participaram da sessão de julgamento os conselheiros: Abel Nunes de Oliveira Neto, Daniel Ribeiro Silva, Cláudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Carlos André Soares Nogueira (relator), Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues, Luiz Augusto de Souza Gonçalves (presidente).",CARLOS ANDRE SOARES NOGUEIRA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/11065720375201716_6057369.pdf,11065.720375/2017-16,Segunda Turma Ordinária da Quarta Câmara da Terceira Seção,Terceira Seção De Julgamento,Thu Aug 30 00:00:00 UTC 2018,Wed Sep 04 00:00:00 UTC 2019,,3402-001.411,"Vistos, relatados e discutidos os presentes autos. Resolvem os membros do Colegiado, por unanimidade de votos, não tomar conhecimento do Recurso Voluntário nesta Terceira Seção para declinar da competência à Primeira Seção de Julgamento. (assinado digitalmente) Waldir Navarro Bezerra - Presidente. (assinado digitalmente) Maysa de Sá Pittondo Deligne - Relatora. Participaram da sessão de julgamento os conselheiros: Waldir Navarro Bezerra, Rodrigo Mineiro Fernandes, Diego Diniz Ribeiro, Maria Aparecida Martins de Paula, Maysa de Sá Pittondo Deligne, Pedro Sousa Bispo, Renato Vieira de Avila (suplente convocado) e Cynthia Elena de Campos. Ausente justificadamente a Conselheira Thais De Laurentiis Galkowicz, sendo substituída pelo Conselheiro Renato Vieira de Avila (suplente convocado).",Não se aplica
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10983900800201121_6064223.pdf,10983.900800/2011-21,Segunda Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu Aug 15 00:00:00 UTC 2019,Mon Sep 23 00:00:00 UTC 2019,ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ) Ano-calendário: 2004 COMPENSAÇÃO. ESTIMATIVA COMPENSADA EM OUTRO PROCESSO. Reconhece-se o direito creditório referente a estimativa antecipada que havia sido compensada em outro processo quando a decisão que negava essa compensação foi definitivamente reformada.,1302-003.889,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento ao recurso voluntário, nos termos do relatório e voto do relator. (documento assinado digitalmente) Luiz Tadeu Matosinho Machado - Presidente (documento assinado digitalmente) Ricardo Marozzi Gregorio - Relator Participaram do presente julgamento os Conselheiros: Ricardo Marozzi Gregorio, Rogério Aparecido Gil, Maria Lúcia Miceli, Flávio Machado Vilhena Dias, Breno do Carmo Moreira Vieira e Luiz Tadeu Matosinho Machado (Presidente). Ausentes momentaneamente os Conselheiros Paulo Henrique Silva Figueiredo e Gustavo Guimarães da Fonseca.",RICARDO MAROZZI GREGORIO
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10073720423201119_6008006.pdf,10073.720423/2011-19,Segunda Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,Tue Apr 16 00:00:00 UTC 2019,Fri May 17 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Ano-calendário: 2002 EMBARGOS. OMISSÃO. DILIGÊNCIA. Indefere-se a diligência considerada prescindível, vez que as provas juntadas aos autos foram analisadas e valoradas sem a necessidade de análise por perito.",1402-003.865,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, acolher os embargos sem efeitos infringentes. (assinado digitalmente) EDELI PEREIRA BESSA - Presidente e Redatora ad hoc Participaram do julgamento os Conselheiros: Marco Rogério Borges, Caio Cesar Nader Quintella, Paulo Mateus Ciccone, Leonardo Luis Pagano Gonçalves, Evandro Correa Dias, Lucas Bevilacqua Cabianca Vieira, Júnia Roberta Gouveia Sampaio e Edeli Pereira Bessa (Presidente).",LUCAS BEVILACQUA CABIANCA VIEIRA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/11030902362200942_6042502.pdf,11030.902362/2009-42,Terceira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,Wed Jul 10 00:00:00 UTC 2019,Thu Aug 01 00:00:00 UTC 2019,"ASSUNTO: CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO (CSLL) Ano-calendário: 2004 PER/DCOMP. DIREITO CREDITÓRIO. TRIBUTO DETERMINADO SOBRE A BASE DE CÁLCULO ESTIMADA. AFASTAMENTO DO ART. 10 DA IN Nº 600/2005. SÚMULA CARF Nº 84. É possível a caracterização de indébito, para fins de restituição ou compensação, na data do recolhimento de estimativa. RECONHECIMENTO DO DIREITO CREDITÓRIO. ANÁLISE INTERROMPIDA. PRINCÍPIO DA EVENTUALIDADE. Inexiste reconhecimento implícito de direito creditório quando a apreciação da Per/DComp restringe-se a aspecto preliminar de possibilidade de reconhecimento de direito creditório decorrente de pagamento indevido de tributo determinado sobre a base de cálculo estimada, no caso de regular início da fase processual. A homologação da compensação ou deferimento do pedido de restituição, uma vez superado este ponto, depende da análise da existência, suficiência e disponibilidade do crédito pela DRF de origem.",1003-000.824,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em afastar a preliminar de não formação do litígio e dar provimento parcial ao recurso, para aplicação da Súmula CARF nº 84 e reconhecimento da possibilidade de formação de indébito, mas sem homologar a compensação por ausência de análise do mérito, com o consequente retorno dos autos à DRF de origem para verificação da existência, suficiência e disponibilidade do direito creditório pleiteado no Per/DComp discutido nos autos. (documento assinado digitalmente) Carmen Ferreira Saraiva - Presidente (documento assinado digitalmente) Mauritânia Elvira de Sousa Mendonça - Relator (documento assinado digitalmente) Participaram do presente julgamento os Conselheiros: Carmen Ferreira Saraiva (Presidente), Bárbara Santos Guedes, Mauritânia Elvira de Sousa Mendonça e Wilson Kazumi Nakayama.",MAURITANIA ELVIRA DE SOUSA MENDONCA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/13896908315200958_6115826.pdf,13896.908315/2009-58,Segunda Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,Tue Nov 12 00:00:00 UTC 2019,Thu Dec 26 00:00:00 UTC 2019,,1402-000.924,"Vistos, relatados e discutidos os presentes autos. Resolvem os membros do colegiado, por unanimidade de votos, converter o julgamento em diligência. (assinado digitalmente) Paulo Mateus Ciccone - Presidente. (assinado digitalmente) Leonardo Luis Pagano Gonçalves - Relator. Participaram da sessão de julgamento os conselheiros: Marco Rogerio Borges, Caio Cesar Nader Quintella, Evandro Correa Dias, Leonardo Luis Pagano Goncalves, Murillo Lo Visco, Junia Roberta Gouveia Sampaio, Paula Santos de Abreu e Paulo Mateus Ciccone (Presidente). Relatório",LEONARDO LUIS PAGANO GONCALVES
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/19515002488200470_6074459.pdf,19515.002488/2004-70,Segunda Turma Ordinária da Quarta Câmara da Terceira Seção,Terceira Seção De Julgamento,Thu Jan 26 00:00:00 UTC 2017,Wed Oct 16 00:00:00 UTC 2019,,3402-000.863,"Vistos, relatados e discutidos os presentes autos. Resolvem os membros do Colegiado, por unanimidade de votos, por não tomar conhecimento do Recurso Voluntário e declinar da competência de julgamento à Primeira Seção de Julgamento. Ausente ocasionalmente o Conselheiro Jorge Freire. (Assinado com certificado digital) Antonio Carlos Atulim  Presidente (Assinado com certificado digital) Maysa de Sá Pittondo Deligne - Relatora Participaram da sessão de julgamento os Conselheiros Antonio Carlos Atulim, Jorge Freire, Diego Diniz Ribeiro, Waldir Navarro Bezerra, Thais De Laurentiis Galkowicz, Maria Aparecida Martins de Paula, Maysa de Sá Pittondo Deligne e Carlos Augusto Daniel Neto.",Não se aplica
