Número do processo,Turma,Seção,Data da sessão,Data da publicação,Número da decisão,Decisão,Nome do relator,CNPJ,Razao Social,Nat. Jur.,Qual. Resp.,Capital,Porte,situação cadastral,data início atividade,cnae principal,bairro,cep,uf,municipio,CNAE fiscal - descricao,Classificação,nj_2,nj_3,qr_5,qr_10,qr_12,qr_13,qr_16,qr_17,qr_28,qr_49,qr_50,qr_64,qr_65,"cn_ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","cn_AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS",cn_ALIMENTAÇÃO,cn_ALOJAMENTO,cn_ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS,cn_ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,"cn_ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS","cn_ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","cn_ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA",cn_ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,cn_ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS,cn_ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO,cn_ATIVIDADES DE RÁDIO E DE TELEVISÃO,cn_ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,cn_ATIVIDADES DE SERVIÇOS FINANCEIROS,"cn_ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO",cn_ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,cn_ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER,cn_ATIVIDADES IMOBILIÁRIAS,"cn_ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",cn_ATIVIDADES LIGADAS AO PATRIMÔNIO CULTURAL E AMBIENTAL,"cn_CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA","cn_COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",cn_COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"cn_COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",cn_COMÉRCIO VAREJISTA,cn_CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,cn_CONSTRUÇÃO DE EDIFÍCIOS,cn_EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,cn_EDUCAÇÃO,"cn_ELETRICIDADE, GÁS E OUTRAS UTILIDADES",cn_ERRO,cn_ESGOTO E ATIVIDADES RELACIONADAS,cn_FABRICAÇÃO DE BEBIDAS,"cn_FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","cn_FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS","cn_FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",cn_FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"cn_FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",cn_FABRICAÇÃO DE MÓVEIS,"cn_FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",cn_FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,cn_FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,cn_FABRICAÇÃO DE PRODUTOS DE MADEIRA,"cn_FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",cn_FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,cn_FABRICAÇÃO DE PRODUTOS DIVERSOS,cn_FABRICAÇÃO DE PRODUTOS DO FUMO,cn_FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS,cn_FABRICAÇÃO DE PRODUTOS QUÍMICOS,cn_FABRICAÇÃO DE PRODUTOS TÊXTEIS,"cn_FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",cn_IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,"cn_MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",cn_METALURGIA,cn_OBRAS DE INFRA-ESTRUTURA,cn_ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,cn_OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS,"cn_OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",cn_PESQUISA E DESENVOLVIMENTO CIENTÍFICO,"cn_PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",cn_PUBLICIDADE E PESQUISA DE MERCADO,cn_REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS,"cn_SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","cn_SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA",cn_SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS,cn_SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO,"cn_SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS",cn_SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,cn_SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS,cn_TELECOMUNICAÇÕES,cn_TRANSPORTE AQUAVIÁRIO,cn_TRANSPORTE AÉREO,cn_TRANSPORTE TERRESTRE,cl_negado,cl_parcial,cl_provido,pt_1.0,pt_3.0,pt_5.0
10580.902709/2008-87,Primeira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,08/05/2019,04/06/2019,1001-001.244,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos em negar provimento ao Recurso Voluntário. (assinado digitalmente) Sergio Abelson- Presidente (assinado digitalmente) José Roberto Adelino da Silva - Relator Participaram da sessão de julgamento os conselheiros: Sergio Abelson (presidente), Andrea Machado Millan e Jose Roberto Adelino da Silva.",JOSE ROBERTO ADELINO DA SILVA,00.923.117/0001-47,CLINICA DRA LAILA TUFFI HASSAN ARRUDA LTDA,2062.0,49.0,"2000,00",3.0,2.0,19951030.0,8630502.0,CENTRO,40060000.0,BA,3849.0,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,negado,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16327.001261/2006-06,Segunda Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,16/07/2019,11/09/2019,1402-003.948,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, dar provimento parcial ao recurso voluntário, conforme demonstrado ao final do voto do Relator. (documento assinado digitalmente) Paulo Mateus Ciccone - Presidente (documento assinado digitalmente) Evandro Correa Dias - Relator Participaram do presente julgamento os Conselheiros: Marco Rogério Borges, Caio Cesar Nader Quintella, Evandro Correa Dias, Leonardo Luís Pagano Gonçalves, Murillo Lo Visco, Junia Roberta Gouveia Sampaio, Paulo Mateus Ciccone (Presidente) e André Severo Chaves (suplente convocado para eventuais substituições).",EVANDRO CORREA DIAS,59.186.981/0001-56,REICHHOLD DO BRASIL LTDA,2062.0,5.0,"130256764,00",5.0,2.0,19880624.0,2032100.0,BRAZ CUBAS,8744340.0,SP,6713.0,FABRICAÇÃO DE PRODUTOS QUÍMICOS,parcial,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10850.902875/2009-37,Terceira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,12/03/2019,02/04/2019,1003-000.517,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do Colegiado, por unanimidade de votos, dar provimento em parte ao Recurso Voluntário para aplicação da Súmula CARF nº 84 e reconhecimento da possibilidade de formação de indébito, mas sem homologar a compensação por ausência de análise do mérito, com o consequente retorno dos autos a DRF que jurisdiciona a Recorrente para verificação da existência, suficiência e disponibilidade do direito creditório pleiteado no Per/DComp, bem como apreciação da informação trazida aos autos de que é inexistente o débitos então confessado no Per/DComp objeto de análise. (assinado digitalmente) Carmen Ferreira Saraiva  Relatora e Presidente Participaram da sessão de julgamento os conselheiros: Carmen Ferreira Saraiva (Presidente), Bárbara Santos Guedes e Mauritânia Elvira de Sousa Mendonça. Ausente justificadamente o Conselheiro Wilson Kazumi Nakayama.",CARMEN FERREIRA SARAIVA,61.130.340/0001-21,PROTEC INFORMATICA DE OLIMPIA- EIRELI,2305.0,65.0,"100000,00",3.0,2.0,19890802.0,4751201.0,PATRIMONIO  SAO JOAO BATISTA I,15400000.0,SP,6779.0,COMÉRCIO VAREJISTA,provido,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
10469.905881/2009-50,Segunda Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,08/10/2019,07/11/2019,1002-000.828,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento ao recurso. (documento assinado digitalmente) Ailton Neves da Silva - Presidente (documento assinado digitalmente) Marcelo Jose Luz de Macedo - Relator Participaram do presente julgamento os Conselheiros: Ailton Neves da Silva (Presidente), Rafael Zedral e Marcelo Jose Luz de Macedo",MARCELO JOSE LUZ DE MACEDO,11.982.113/0001-56,MIRANDA COMPUTACAO E COMERCIO LTDA,2062.0,49.0,"9706641,00",5.0,2.0,19870319.0,4751201.0,TIROL,59015900.0,RN,1761.0,COMÉRCIO VAREJISTA,provido,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18186.010141/2008-31,Primeira Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,14/05/2019,31/05/2019,1301-003.876,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso voluntário. (assinado digitalmente) Fernando Brasil de Oliveira Pinto - Presidente. (assinado digitalmente) Carlos Augusto Daniel Neto - Relator. Participaram do presente julgamento os Conselheiros: Roberto Silva Júnior, José Eduardo Dornelas Souza, Nelso Kichel, Carlos Augusto Daniel Neto, Giovana Pereira de Paiva Leite, Amélia Wakako Morishita Yamamoto, José Roberto Adelino da Silva (suplente convocado) e Fernando Brasil de Oliveira Pinto (Presidente). Ausente a Conselheira Bianca Felícia Rothschild, substituída pelo Conselheiro José Roberto Adelino da Silva.",CARLOS AUGUSTO DANIEL NETO,18.499.616/0004-67,VOTORANTIM METAIS S.A.,2054.0,5.0,"2901266956,70",5.0,8.0,20060530.0,2449199.0,SAO MIGUEL PAULISTA,8090000.0,SP,7107.0,METALURGIA,negado,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16561.720219/2016-89,Segunda Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,15/04/2019,28/05/2019,1302-003.474,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por maioria de votos, em conhecer integralmente do recurso voluntário interposto pela contribuinte, vencidos os conselheiros Paulo Henrique Silva Figueiredo e Maria Lúcia Miceli que não conheciam da matéria relativa à glosa de despesas financeiras com emissão de debêntures em face da existência de concomitância com ação judicial; por unanimidade de votos, em rejeitar a preliminar de decadência; por voto de qualidade, em negar provimento ao recurso voluntário quanto à glosa da amortização do ágio na apuração do IRPJ/CSLL, vencidos os conselheiros Marcos Antônio Nepomuceno Feitosa, Rogério Aparecido Gil (relator), Gustavo Guimarães da Fonseca e Flávio Machado Vilhena Dias. O Conselheiro Luiz Tadeu Matosinho Machado votou pelas conclusões do voto divergente neste ponto. E, por maioria, em dar provimento ao recurso voluntário para cancelar a exigência de glosa de despesas com emissão de debêntures e a multa isolada por falta de recolhimento de estimativas de IRPJ/CSLL, vencidos os conselheiros Paulo Henrique Silva Figueiredo, Maria Lúcia Miceli e Luiz Tadeu Matosinho Machado e, quanto à multa qualificada, vencidos Paulo Henrique Silva Figueiredo e Maria Lúcia Miceli; e, em negar provimento ao recurso voluntário quanto à incidência de juros sobre a multa, vencido o conselheiro Gustavo Guimarães da Fonseca. Por unanimidade de votos, em dar provimento ao recurso voluntário dos responsáveis solidários José Seripieri Filho, Fernando César Dantas Borges, Fernando de Oliveira Pinto, Juan Carlos Feliz Estupinam e BRL Trust Serviços Fiduciários e Participações Ltda. e em negar provimento ao recurso de ofício de Santander Securities Services Brasil Distribuidora de Títulos e Banco Santander (Brasil) S.A. O conselheiro Gustavo Guimarães da Fonseca solicitou a apresentação de declaração de voto. Designado para redigir o voto vencedor o conselheiro Ricardo Marozzi Gregório. (assinado digitalmente) Luiz Tadeu Matosinho Machado - Presidente (assinado digitalmente) Rogério Aparecido Gil - Relator (assinado digitalmente) Ricardo Marozzi Gregório - Redator designado Participaram da sessão de julgamento os conselheiros: Paulo Henrique Silva Figueiredo, Marcos Antônio Nepomuceno Feitosa, Ricardo Marozzi Gregório, Rogério Aparecido Gil, Maria Lúcia Miceli, Gustavo Guimarães da Fonseca, Flávio Machado Vilhena Dias e Luiz Tadeu Matosinho Machado (Presidente).",ROGERIO APARECIDO GIL,07.658.098/0001-18,QUALICORP ADMINISTRADORA DE BENEFICIOS S.A.,2054.0,10.0,"276365136,28",5.0,2.0,20050922.0,6550200.0,BELA VISTA,1313020.0,SP,7107.0,"SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",negado,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10840.906176/2011-08,Segunda Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,13/12/2018,15/03/2019,1402-003.642,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, dar provimento parcial ao recurso voluntário. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo nº 10840.906164/2011-75, paradigma ao qual o presente processo foi vinculado. assinado digitalmente Paulo Mateus Ciccone - Presidente e Relator Participaram da sessão de julgamento os conselheiros Marco Rogério Borges, Caio Cesar Nader Quintella, Edeli Pereira Bessa, Leonardo Luis Pagano Gonçalves, Evandro Correa Dias, Lucas Bevilacqua Cabianca Vieira, Junia Roberta Gouveia Sampaio e Paulo Mateus Ciccone (Presidente).",PAULO MATEUS CICCONE,68.318.666/0001-26,LICEU LEONARDO DA VINCI LTDA,2062.0,5.0,"358400,00",5.0,2.0,19920901.0,8513900.0,JARDIM PAULISTA,14090190.0,SP,6969.0,EDUCAÇÃO,parcial,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
19647.004713/2005-98,Primeira Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,18/09/2019,08/11/2019,1301-004.115,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso voluntário. (assinado digitalmente) Fernando Brasil de Oliveira Pinto - Presidente (assinado digitalmente) José Eduardo Dornelas Souza - Relator Participaram do presente julgamento os Conselheiros: Roberto Silva Junior, José Eduardo Dornelas Souza, Nelso Kichel, Marcelo José Luz de Macedo (suplente convocado), Giovana Pereira de Paiva Leite, Mauritânia Elvira de Sousa Mendonça (suplente convocada), Bianca Felícia Rothschild e Fernando Brasil de Oliveira Pinto (Presidente).",JOSE EDUARDO DORNELAS SOUZA,02.328.592/0001-09,TELASA CELULAR S\A,2046.0,10.0,"0,00",5.0,8.0,19980112.0,6120501.0,CENTRO,57020440.0,AL,2785.0,TELECOMUNICAÇÕES,negado,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
19740.000410/2006-19,1ª TURMA/CÂMARA SUPERIOR REC. FISCAIS,Câmara Superior de Recursos Fiscais,07/05/2019,12/06/2019,9101-004.158,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em conhecer do Recurso Especial e, no mérito, por maioria de votos, em negar-lhe provimento, vencida a conselheira Viviane Vidal Wagner, que lhe deu provimento. Votaram pelas conclusões os conselheiros André Mendes de Moura, Lívia De Carli Germano e Adriana Gomes Rêgo. (assinado digitalmente) Adriana Gomes Rêgo - Presidente (assinado digitalmente) Luis Fabiano Alves Penteado - Relator Participaram da sessão de julgamento os conselheiros: André Mendes de Moura, Cristiane Silva Costa, Rafael Vidal de Araújo, Demetrius Nichele Macei, Viviane Vidal Wagner, Luis Fabiano Alves Penteado, Lívia De Carli Germano e Adriana Gomes Rêgo (Presidente).",LUIS FABIANO ALVES PENTEADO,68.583.855/0001-26,ALDIVA FOMENTO MERCANTIL LTDA,2062.0,49.0,"0,00",1.0,8.0,19920722.0,6491300.0,BARRA DA TIJUCA,22621200.0,RJ,6001.0,ATIVIDADES DE SERVIÇOS FINANCEIROS,provido,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
13609.720276/2011-71,Primeira Turma Ordinária da Quarta Câmara da Segunda Seção,Segunda Seção de Julgamento,08/05/2019,12/07/2019,2401-006.461,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 13609.720142/2011-51, paradigma ao qual o presente processo foi vinculado. Declarou-se impedido de participar do julgamento o conselheiro Matheus Soares Leite. (documento assinado digitalmente) Miriam Denise Xavier  Presidente e Relatora Participaram do presente julgamento os Conselheiros: Cleberson Alex Friess, José Luís Hentsch Benjamin Pinheiro, Rayd Santana Ferreira, Marialva de Castro Calabrich Schlucking, Andréa Viana Arrais Egypto, Luciana Matos Pereira Barbosa e Miriam Denise Xavier (Presidente).",MIRIAM DENISE XAVIER,24.014.235/0001-09,UNIMED SETE LAGOAS COOPERATIVA DE TRABALHO MEDICO,2143.0,16.0,"0,00",5.0,2.0,19880324.0,6550200.0,BOA VISTA,35700102.0,MG,5343.0,"SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",negado,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13609.720140/2011-61,Primeira Turma Ordinária da Quarta Câmara da Segunda Seção,Segunda Seção de Julgamento,08/05/2019,12/07/2019,2401-006.458,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 13609.720142/2011-51, paradigma ao qual o presente processo foi vinculado. Declarou-se impedido de participar do julgamento o conselheiro Matheus Soares Leite. (documento assinado digitalmente) Miriam Denise Xavier  Presidente e Relatora Participaram do presente julgamento os Conselheiros: Cleberson Alex Friess, José Luís Hentsch Benjamin Pinheiro, Rayd Santana Ferreira, Marialva de Castro Calabrich Schlucking, Andréa Viana Arrais Egypto, Luciana Matos Pereira Barbosa e Miriam Denise Xavier (Presidente).",MIRIAM DENISE XAVIER,24.014.235/0001-09,UNIMED SETE LAGOAS COOPERATIVA DE TRABALHO MEDICO,2143.0,16.0,"0,00",5.0,2.0,19880324.0,6550200.0,BOA VISTA,35700102.0,MG,5343.0,"SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",negado,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13609.720254/2011-10,Primeira Turma Ordinária da Quarta Câmara da Segunda Seção,Segunda Seção de Julgamento,08/05/2019,12/07/2019,2401-006.460,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 13609.720142/2011-51, paradigma ao qual o presente processo foi vinculado. Declarou-se impedido de participar do julgamento o conselheiro Matheus Soares Leite. (documento assinado digitalmente) Miriam Denise Xavier  Presidente e Relatora Participaram do presente julgamento os Conselheiros: Cleberson Alex Friess, José Luís Hentsch Benjamin Pinheiro, Rayd Santana Ferreira, Marialva de Castro Calabrich Schlucking, Andréa Viana Arrais Egypto, Luciana Matos Pereira Barbosa e Miriam Denise Xavier (Presidente).",MIRIAM DENISE XAVIER,24.014.235/0001-09,UNIMED SETE LAGOAS COOPERATIVA DE TRABALHO MEDICO,2143.0,16.0,"0,00",5.0,2.0,19880324.0,6550200.0,BOA VISTA,35700102.0,MG,5343.0,"SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",negado,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10850.907724/2009-75,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,12/06/2019,31/07/2019,1401-003.507,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário. (documento assinado digitalmente) Luiz Augusto de Souza Gonçalves - Presidente (documento assinado digitalmente) Eduardo Morgado Rodrigues - Relator Participaram do presente julgamento os Conselheiros: Abel Nunes de Oliveira Neto, Carlos André Soares Nogueira, Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Eduardo Morgado Rodrigues, Letícia Domingues Costa Braga, Luciana Yoshihara Arcangelo Zanin e Luiz Augusto de Souza Gonçalves (Presidente).",EDUARDO MORGADO RODRIGUES,08.824.397/0001-48,"SISTEMA FACIL, INCORPORADORA IMOBILIARIA - VARZEA GRANDE - SPE LTDA",2062.0,49.0,"9489883,00",5.0,2.0,20070508.0,4110700.0,HIGIENOPOLIS,15085485.0,SP,7097.0,CONSTRUÇÃO DE EDIFÍCIOS,negado,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
